Ano;Mês;data;Distrito;Concelho;Freguesia;Inclui contador inteligente;Número de CPE's;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia;Contrato Ativo
2024;4;2024-04;Viana do Castelo;Viana do Castelo;Vila Franca;NÃO;262;16;1609;160935;SIM
2024;4;2024-04;Viana do Castelo;Vila Nova de Cerveira;Loivo;SIM;527;16;1610;161007;SIM
2024;4;2024-04;Viana do Castelo;Vila Nova de Cerveira;Sopo;NÃO;34;16;1610;161013;SIM
2024;4;2024-04;Vila Real;Alijó;Favaios;NÃO;52;17;1701;170107;SIM
2024;4;2024-04;Vila Real;Chaves;Ervededo;NÃO;130;17;1703;170312;SIM
2024;4;2024-04;Vila Real;Chaves;Redondelo;NÃO;221;17;1703;170324;SIM
2024;4;2024-04;Vila Real;Chaves;Vilarelho da Raia;NÃO;327;17;1703;170345;SIM
2024;4;2024-04;Vila Real;Mesão Frio;Oliveira;NÃO;19;17;1704;170403;SIM
2024;4;2024-04;Vila Real;Montalegre;Pitões das Junias;SIM;71;17;1706;170623;SIM
2024;4;2024-04;Vila Real;Valpaços;Padrela e Tazem;NÃO;24;17;1712;171215;SIM
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;Telões;SIM;240;17;1713;171311;SIM
2024;4;2024-04;Viseu;Santa Comba Dão;União das freguesias de Treixedo e Nagozela;NÃO;104;18;1814;181412;SIM
2024;4;2024-04;Viseu;Sernancelhe;Faia;SIM;63;18;1818;181806;SIM
2024;4;2024-04;Viseu;Tabuaço;Granja do Tedo;SIM;162;18;1819;181906;SIM
2024;4;2024-04;Viseu;Tondela;Guardão;NÃO;519;18;1821;182108;SIM
2024;4;2024-04;Viseu;Tondela;Lajeosa do Dão;NÃO;759;18;1821;182109;SIM
2024;4;2024-04;Viseu;Tondela;Lobão da Beira;SIM;268;18;1821;182110;SIM
2024;4;2024-04;Viseu;Tondela;Tonda;SIM;675;18;1821;182122;SIM
2024;4;2024-04;Viseu;Viseu;Cota;SIM;550;18;1823;182310;SIM
2024;1;2024-01;Aveiro;Arouca;Chave;SIM;287;01;0104;010407;SIM
2024;1;2024-01;Aveiro;Aveiro;São Bernardo;SIM;2696;01;0105;010510;SIM
2024;1;2024-01;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;SIM;974;01;0106;010607;SIM
2024;1;2024-01;Aveiro;Estarreja;Avanca;NÃO;297;01;0108;010801;SIM
2024;1;2024-01;Aveiro;Santa Maria da Feira;Argoncilhe;NÃO;325;01;0109;010901;SIM
2024;1;2024-01;Aveiro;Santa Maria da Feira;Rio Meão;SIM;886;01;0109;010921;SIM
2024;1;2024-01;Aveiro;Oliveira de Azeméis;Ossela;SIM;260;01;0113;011310;SIM
2024;1;2024-01;Aveiro;São João da Madeira;São João da Madeira;SIM;12539;01;0116;011601;SIM
2024;1;2024-01;Braga;Amares;Goães;SIM;250;03;0301;030112;SIM
2024;1;2024-01;Braga;Barcelos;Carapeços;SIM;806;03;0302;030218;SIM
2024;1;2024-01;Braga;Braga;União das freguesias de Celeirós, Aveleda e Vimieiro;SIM;3171;03;0303;030367;SIM
2024;1;2024-01;Braga;Celorico de Basto;Rego;SIM;180;03;0305;030517;SIM
2024;1;2024-01;Braga;Fafe;União de freguesias de Monte e Queimadela;NÃO;512;03;0307;030743;SIM
2024;1;2024-01;Braga;Guimarães;Guardizela;NÃO;200;03;0308;030823;SIM
2024;1;2024-01;Braga;Guimarães;Prazins (Santa Eufémia);NÃO;48;03;0308;030842;SIM
2024;1;2024-01;Braga;Póvoa de Lanhoso;Covelas;SIM;178;03;0309;030906;SIM
2024;1;2024-01;Braga;Terras de Bouro;Valdosende;SIM;422;03;0310;031015;SIM
2024;1;2024-01;Braga;Terras de Bouro;União das freguesias de Chorense e Monte;NÃO;30;03;0310;031019;SIM
2024;1;2024-01;Braga;Vieira do Minho;Cantelães;SIM;335;03;0311;031105;SIM
2024;1;2024-01;Braga;Vila Verde;Atiães;SIM;249;03;0313;031304;SIM
2024;1;2024-01;Braga;Vila Verde;Ponte;SIM;120;03;0313;031337;SIM
2024;1;2024-01;Bragança;Alfândega da Fé;União das freguesias de Eucisia, Gouveia e Valverde;SIM;310;04;0401;040122;SIM
2024;1;2024-01;Bragança;Macedo de Cavaleiros;Arcas;NÃO;127;04;0405;040503;SIM
2024;1;2024-01;Bragança;Macedo de Cavaleiros;Grijó;NÃO;22;04;0405;040515;SIM
2024;1;2024-01;Bragança;Mirandela;Vale de Asnes;SIM;139;04;0407;040731;SIM
2024;1;2024-01;Bragança;Mirandela;Vale de Telhas;NÃO;29;04;0407;040734;SIM
2024;1;2024-01;Bragança;Mogadouro;Bemposta;SIM;487;04;0408;040802;SIM
2024;1;2024-01;Bragança;Mogadouro;Castelo Branco;NÃO;146;04;0408;040807;SIM
2024;1;2024-01;Bragança;Torre de Moncorvo;Cabeça Boa;NÃO;22;04;0409;040903;SIM
2024;1;2024-01;Bragança;Vila Flor;Vale Frechoso;NÃO;14;04;0410;041015;SIM
2024;1;2024-01;Castelo Branco;Castelo Branco;União das freguesias de Escalos de Baixo e Mata;SIM;603;05;0502;050227;SIM
2024;1;2024-01;Castelo Branco;Fundão;Orca;NÃO;67;05;0504;050420;SIM
2024;1;2024-01;Castelo Branco;Idanha-a-Nova;São Miguel de Acha;NÃO;400;05;0505;050514;SIM
2024;1;2024-01;Castelo Branco;Oleiros;Álvaro;SIM;179;05;0506;050601;SIM
2024;1;2024-01;Castelo Branco;Oleiros;Isna;SIM;168;05;0506;050605;SIM
2024;1;2024-01;Castelo Branco;Penamacor;Vale da Senhora da Póvoa;SIM;202;05;0507;050712;SIM
2024;1;2024-01;Coimbra;Cantanhede;Ourentã;SIM;678;06;0602;060209;SIM
2024;1;2024-01;Coimbra;Coimbra;União das freguesias de Antuzede e Vil de Matos;SIM;746;06;0603;060332;SIM
2024;1;2024-01;Coimbra;Figueira da Foz;Tavarede;NÃO;837;06;0605;060512;SIM
2024;1;2024-01;Coimbra;Oliveira do Hospital;União das freguesias de Santa Ovaia e Vila Pouca da Beira;NÃO;389;06;0611;061126;SIM
2024;1;2024-01;Coimbra;Pampilhosa da Serra;Portela do Fojo-Machio;SIM;568;06;0612;061212;SIM
2024;1;2024-01;Évora;Estremoz;União das freguesias de Estremoz (Santa Maria e Santo André);NÃO;646;07;0704;070414;SIM
2024;1;2024-01;Évora;Reguengos de Monsaraz;Monsaraz;SIM;699;07;0711;071103;SIM
2024;1;2024-01;Faro;Lagoa;Ferragudo;SIM;2444;08;0806;080602;SIM
2024;1;2024-01;Faro;Silves;São Bartolomeu de Messines;SIM;2770;08;0813;081305;SIM
2024;1;2024-01;Guarda;Aguiar da Beira;Cortiçada;SIM;338;09;0901;090103;SIM
2024;1;2024-01;Guarda;Fornos de Algodres;União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;SIM;531;09;0905;090518;SIM
2024;1;2024-01;Guarda;Mêda;Rabaçal;NÃO;45;09;0909;090914;SIM
2024;1;2024-01;Guarda;Sabugal;Fóios;SIM;92;09;0911;091114;SIM
2024;1;2024-01;Guarda;Sabugal;Souto;SIM;885;09;0911;091134;SIM
2024;1;2024-01;Guarda;Sabugal;União das freguesias de Lajeosa e Forcalhos;SIM;123;09;0911;091142;SIM
2024;1;2024-01;Guarda;Trancoso;Palhais;NÃO;15;09;0913;091313;SIM
2024;1;2024-01;Guarda;Vila Nova de Foz Côa;Touça;NÃO;144;09;0914;091416;SIM
2024;1;2024-01;Leiria;Caldas da Rainha;União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;SIM;13722;10;1006;100617;SIM
2024;1;2024-01;Leiria;Porto de Mós;Mira de Aire;NÃO;94;10;1016;101608;SIM
2024;1;2024-01;Lisboa;Sintra;Colares;NÃO;1512;11;1111;111105;SIM
2024;1;2024-01;Portalegre;Alter do Chão;Chancelaria;NÃO;26;12;1201;120102;SIM
2024;1;2024-01;Portalegre;Avis;Aldeia Velha;SIM;211;12;1203;120302;SIM
2024;1;2024-01;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;SIM;382;12;1204;120402;SIM
2024;1;2024-01;Portalegre;Crato;Gáfete;NÃO;38;12;1206;120604;SIM
2024;1;2024-01;Portalegre;Fronteira;Cabeço de Vide;SIM;879;12;1208;120801;SIM
2024;1;2024-01;Portalegre;Nisa;União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;SIM;2752;12;1212;121212;SIM
2024;1;2024-01;Portalegre;Portalegre;Urra;NÃO;109;12;1214;121410;SIM
2024;1;2024-01;Porto;Amarante;União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;SIM;7773;13;1301;130142;SIM
2024;1;2024-01;Porto;Baião;União das freguesias de Baião (Santa Leocádia) e Mesquinhata;NÃO;39;13;1302;130222;SIM
2024;1;2024-01;Porto;Baião;União das freguesias de Loivos da Ribeira e Tresouras;SIM;107;13;1302;130224;SIM
2024;1;2024-01;Porto;Felgueiras;Refontoura;NÃO;168;13;1303;130317;SIM
2024;1;2024-01;Porto;Felgueiras;União das freguesias de Vila Fria e Vizela (São Jorge);NÃO;258;13;1303;130340;SIM
2024;1;2024-01;Porto;Lousada;Meinedo;NÃO;61;13;1305;130513;SIM
2024;1;2024-01;Porto;Paredes;Gandra;NÃO;314;13;1310;131011;SIM
2024;1;2024-01;Porto;Paredes;Gandra;SIM;3545;13;1310;131011;SIM
2024;1;2024-01;Porto;Paredes;Rebordosa;NÃO;31;13;1310;131018;SIM
2024;1;2024-01;Porto;Paredes;Recarei;NÃO;330;13;1310;131019;SIM
2024;1;2024-01;Porto;Penafiel;Rans;SIM;372;13;1311;131128;SIM
2024;1;2024-01;Porto;Penafiel;Sebolido;SIM;157;13;1311;131134;SIM
2024;1;2024-01;Porto;Santo Tirso;União das freguesias de Carreira e Refojos de Riba de Ave;SIM;423;13;1314;131435;SIM
2024;1;2024-01;Porto;Valongo;Valongo;SIM;12893;13;1315;131505;SIM
2024;1;2024-01;Santarém;Alcanena;União das freguesias de Malhou, Louriceira e Espinheiro;SIM;1073;14;1402;140212;SIM
2024;1;2024-01;Santarém;Alpiarça;Alpiarça;SIM;4270;14;1404;140401;SIM
2024;1;2024-01;Santarém;Chamusca;Vale de Cavalos;NÃO;58;14;1407;140705;SIM
2024;1;2024-01;Santarém;Mação;Envendos;NÃO;571;14;1413;141305;SIM
2024;1;2024-01;Setúbal;Grândola;Azinheira dos Barros e São Mamede do Sádão;NÃO;51;15;1505;150501;SIM
2024;1;2024-01;Setúbal;Grândola;Carvalhal;SIM;3017;15;1505;150505;SIM
2024;1;2024-01;Setúbal;Montijo;União das freguesias de Atalaia e Alto Estanqueiro-Jardia;SIM;2645;15;1507;150709;SIM
2024;1;2024-01;Setúbal;Palmela;Palmela;NÃO;581;15;1508;150802;SIM
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Oliveira;NÃO;48;16;1601;160123;SIM
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Paçô;SIM;729;16;1601;160124;SIM
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Jolda (São Paio);NÃO;46;16;1601;160142;SIM
2024;1;2024-01;Viana do Castelo;Paredes de Coura;Padornelo;SIM;135;16;1605;160514;SIM
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Friastelas;NÃO;23;16;1607;160724;SIM
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Cabaços e Fojo Lobal;NÃO;69;16;1607;160756;SIM
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Castelo do Neiva;NÃO;47;16;1609;160910;SIM
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Santa Marta de Portuzelo;SIM;2052;16;1609;160928;SIM
2024;1;2024-01;Viana do Castelo;Viana do Castelo;União das freguesias de Barroselas e Carvoeiro;SIM;1644;16;1609;160941;SIM
2024;1;2024-01;Viana do Castelo;Vila Nova de Cerveira;Sopo;NÃO;43;16;1610;161013;SIM
2024;1;2024-01;Vila Real;Chaves;Sanfins;NÃO;153;17;1703;170327;SIM
2024;1;2024-01;Vila Real;Mesão Frio;Mesão Frio (Santo André);SIM;952;17;1704;170408;SIM
2024;1;2024-01;Vila Real;Mondim de Basto;União das freguesias de Campanhó e Paradança;SIM;490;17;1705;170509;SIM
2024;1;2024-01;Vila Real;Montalegre;Chã;NÃO;517;17;1706;170604;SIM
2024;1;2024-01;Vila Real;Montalegre;Outeiro;NÃO;111;17;1706;170619;SIM
2024;1;2024-01;Vila Real;Montalegre;Vila da Ponte;SIM;45;17;1706;170635;SIM
2024;1;2024-01;Vila Real;Sabrosa;Souto Maior;SIM;291;17;1710;171013;SIM
2024;1;2024-01;Vila Real;Valpaços;Santiago da Ribeira de Alhariz;NÃO;355;17;1712;171221;SIM
2024;1;2024-01;Vila Real;Vila Pouca de Aguiar;Telões;SIM;337;17;1713;171311;SIM
2024;1;2024-01;Viseu;Lamego;Lalim;SIM;541;18;1805;180510;SIM
2024;1;2024-01;Viseu;Lamego;Penajóia;SIM;595;18;1805;180516;SIM
2024;1;2024-01;Viseu;Moimenta da Beira;Sever;SIM;212;18;1807;180719;SIM
2024;1;2024-01;Viseu;Penalva do Castelo;Real;SIM;160;18;1811;181110;SIM
2024;1;2024-01;Viseu;Santa Comba Dão;União das freguesias de Santa Comba Dão e Couto do Mosteiro;NÃO;188;18;1814;181411;SIM
2024;1;2024-01;Viseu;São Pedro do Sul;Pindelo dos Milagres;SIM;456;18;1816;181608;SIM
2024;1;2024-01;Viseu;Sátão;Ferreira de Aves;SIM;1428;18;1817;181704;SIM
2024;1;2024-01;Viseu;Tarouca;União das freguesias de Tarouca e Dálvares;NÃO;135;18;1820;182013;SIM
2024;1;2024-01;Viseu;Tondela;Santiago de Besteiros;NÃO;457;18;1821;182118;SIM
2024;1;2024-01;Viseu;Viseu;Viseu;SIM;19940;18;1823;182341;SIM
2024;1;2024-01;Viseu;Vouzela;União das freguesias de Vouzela e Paços de Vilharigues;SIM;1246;18;1824;182415;SIM
2024;2;2024-02;Aveiro;Arouca;Moldes;SIM;314;01;0104;010414;SIM
2024;2;2024-02;Aveiro;Aveiro;Aradas;SIM;5709;01;0105;010501;SIM
2024;2;2024-02;Aveiro;Aveiro;Oliveirinha;SIM;1093;01;0105;010508;SIM
2024;2;2024-02;Aveiro;Sever do Vouga;Couto de Esteves;NÃO;122;01;0117;011702;SIM
2024;2;2024-02;Aveiro;Vagos;Calvão;SIM;1205;01;0118;011801;SIM
2024;2;2024-02;Aveiro;Vagos;União das freguesias de Vagos e Santo António;SIM;3699;01;0118;011814;SIM
2024;2;2024-02;Beja;Beja;São Matias;SIM;331;02;0205;020516;SIM
2024;2;2024-02;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;NÃO;53;02;0208;020803;SIM
2024;2;2024-02;Beja;Moura;Amareleja;NÃO;193;02;0210;021001;SIM
2024;2;2024-02;Beja;Odemira;São Martinho das Amoreiras;SIM;214;02;0211;021107;SIM
2024;2;2024-02;Braga;Amares;União das freguesias de Caldelas, Sequeiros e Paranhos;SIM;380;03;0301;030126;SIM
2024;2;2024-02;Braga;Barcelos;Perelhal;SIM;493;03;0302;030260;SIM
2024;2;2024-02;Braga;Barcelos;Silva;SIM;373;03;0302;030279;SIM
2024;2;2024-02;Braga;Barcelos;União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);NÃO;418;03;0302;0302FD;SIM
2024;2;2024-02;Braga;Braga;Padim da Graça;NÃO;146;03;0303;030330;SIM
2024;2;2024-02;Braga;Braga;União das freguesias de Nogueira, Fraião e Lamaçães;SIM;5397;03;0303;030377;SIM
2024;2;2024-02;Braga;Celorico de Basto;União das freguesias de Britelo, Gémeos e Ourilhe;SIM;2281;03;0305;030523;SIM
2024;2;2024-02;Braga;Fafe;União de freguesias de Agrela e Serafão;NÃO;357;03;0307;030738;SIM
2024;2;2024-02;Braga;Guimarães;Costa;NÃO;99;03;0308;030812;SIM
2024;2;2024-02;Braga;Guimarães;Longos;SIM;384;03;0308;030827;SIM
2024;2;2024-02;Braga;Guimarães;Polvoreira;SIM;1591;03;0308;030837;SIM
2024;2;2024-02;Braga;Guimarães;União das freguesias de Leitões, Oleiros e Figueiredo;NÃO;341;03;0308;030883;SIM
2024;2;2024-02;Braga;Vila Nova de Famalicão;Lousado;NÃO;91;03;0312;031224;SIM
2024;2;2024-02;Braga;Vila Nova de Famalicão;União das freguesias de Seide;NÃO;48;03;0312;031258;SIM
2024;2;2024-02;Braga;Vila Verde;União das freguesias de Pico de Regalados, Gondiães e Mós;NÃO;488;03;0313;031366;SIM
2024;2;2024-02;Bragança;Bragança;União das freguesias de Rio Frio e Milhão;SIM;403;04;0402;040255;SIM
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;SIM;1327;04;0403;040304;SIM
2024;2;2024-02;Bragança;Macedo de Cavaleiros;União das freguesias de Podence e Santa Combinha;NÃO;182;04;0405;040543;SIM
2024;2;2024-02;Bragança;Miranda do douro;Miranda do Douro;NÃO;134;04;0406;040608;SIM
2024;2;2024-02;Bragança;Mirandela;Cobro;SIM;116;04;0407;040713;SIM
2024;2;2024-02;Bragança;Mirandela;União das freguesias de Barcel, Marmelos e Valverde da Gestosa;SIM;303;04;0407;040740;SIM
2024;2;2024-02;Bragança;Mogadouro;União das freguesias de Remondes e Soutelo;NÃO;124;04;0408;040831;SIM
2024;2;2024-02;Bragança;Torre de Moncorvo;Cabeça Boa;NÃO;19;04;0409;040903;SIM
2024;2;2024-02;Bragança;Vila Flor;Benlhevai;SIM;162;04;0410;041002;SIM
2024;2;2024-02;Bragança;Vila Flor;Santa Comba de Vilariça;SIM;219;04;0410;041012;SIM
2024;2;2024-02;Bragança;Vila Flor;União das freguesias de Valtorno e Mourão;SIM;227;04;0410;041022;SIM
2024;2;2024-02;Bragança;Vila Flor;União das freguesias de Vila Flor e Nabo;SIM;1840;04;0410;041023;SIM
2024;2;2024-02;Bragança;Vinhais;Santalha;SIM;73;04;0412;041221;SIM
2024;2;2024-02;Castelo Branco;Fundão;União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;SIM;9818;05;0504;050434;SIM
2024;2;2024-02;Castelo Branco;Penamacor;Penamacor;NÃO;129;05;0507;050710;SIM
2024;2;2024-02;Coimbra;Cantanhede;Cadima;SIM;1366;06;0602;060203;SIM
2024;2;2024-02;Coimbra;Coimbra;São Silvestre;NÃO;73;06;0603;060324;SIM
2024;2;2024-02;Coimbra;Figueira da Foz;Quiaios;NÃO;1359;06;0605;060524;SIM
2024;2;2024-02;Coimbra;Pampilhosa da Serra;Portela do Fojo-Machio;SIM;585;06;0612;061212;SIM
2024;2;2024-02;Évora;Montemor-o-Novo;União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;SIM;6586;07;0706;070612;SIM
2024;2;2024-02;Évora;Mourão;Mourão;SIM;1090;07;0708;070803;SIM
2024;2;2024-02;Faro;Loulé;Almancil;SIM;11130;08;0808;080801;SIM
2024;2;2024-02;Guarda;Almeida;Vale da Mula;NÃO;19;09;0902;090227;SIM
2024;2;2024-02;Guarda;Figueira de Castelo Rodrigo;Figueira de Castelo Rodrigo;SIM;1372;09;0904;090408;SIM
2024;2;2024-02;Guarda;Gouveia;Nespereira;SIM;492;09;0906;090612;SIM
2024;2;2024-02;Guarda;Guarda;Jarmelo São Pedro;NÃO;79;09;0907;090760;SIM
2024;2;2024-02;Guarda;Manteigas;Manteigas (São Pedro);NÃO;288;09;0908;090803;SIM
2024;2;2024-02;Guarda;Seia;Alvoco da Serra;SIM;214;09;0912;091201;SIM
2024;2;2024-02;Guarda;Trancoso;Guilheiro;SIM;118;09;0913;091310;SIM
2024;2;2024-02;Guarda;Trancoso;União das freguesias de Freches e Torres;SIM;395;09;0913;091330;SIM
2024;2;2024-02;Guarda;Vila Nova de Foz Côa;Vila Nova de Foz Côa;NÃO;758;09;0914;091419;SIM
2024;2;2024-02;Leiria;Alcobaça;São Martinho do Porto;SIM;5030;10;1001;100112;SIM
2024;2;2024-02;Leiria;Alcobaça;Turquel;NÃO;1062;10;1001;100114;SIM
2024;2;2024-02;Leiria;Bombarral;União das freguesias do Bombarral e Vale Covo;NÃO;202;10;1005;100506;SIM
2024;2;2024-02;Leiria;Óbidos;Gaeiras;SIM;1257;10;1012;101208;SIM
2024;2;2024-02;Leiria;Pombal;Carriço;SIM;1116;10;1015;101505;SIM
2024;2;2024-02;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;NÃO;155;10;1016;101614;SIM
2024;2;2024-02;Leiria;Porto de Mós;União das freguesias de Arrimal e Mendiga;SIM;838;10;1016;101616;SIM
2024;2;2024-02;Lisboa;Alenquer;Carnota;NÃO;40;11;1101;110106;SIM
2024;2;2024-02;Lisboa;Lisboa;Olivais;SIM;17892;11;1106;110633;SIM
2024;2;2024-02;Lisboa;Lisboa;Parque das Nações;SIM;13877;11;1106;110662;SIM
2024;2;2024-02;Lisboa;Lourinhã;União das freguesias de Lourinhã e Atalaia;NÃO;312;11;1108;110812;SIM
2024;2;2024-02;Lisboa;Oeiras;União das freguesias de Carnaxide e Queijas;SIM;17205;11;1110;111013;SIM
2024;2;2024-02;Lisboa;Sintra;União das freguesias do Cacém e São Marcos;SIM;20080;11;1111;111124;SIM
2024;2;2024-02;Lisboa;Torres Vedras;Ramalhal;NÃO;1083;11;1113;111311;SIM
2024;2;2024-02;Lisboa;Odivelas;União das freguesias de Ramada e Caneças;NÃO;939;11;1116;111610;SIM
2024;2;2024-02;Portalegre;Arronches;Assunção;SIM;1228;12;1202;120201;SIM
2024;2;2024-02;Porto;Lousada;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);SIM;921;13;1305;130527;SIM
2024;2;2024-02;Porto;Porto;Ramalde;SIM;22272;13;1312;131211;SIM
2024;2;2024-02;Porto;Santo Tirso;União das freguesias de Areias, Sequeiró, Lama e Palmeira;NÃO;431;13;1314;131433;SIM
2024;2;2024-02;Porto;Vila do Conde;Junqueira;NÃO;585;13;1316;131612;SIM
2024;2;2024-02;Santarém;Abrantes;Tramagal;SIM;1588;14;1401;140115;SIM
2024;2;2024-02;Santarém;Constância;Santa Margarida da Coutada;SIM;905;14;1408;140803;SIM
2024;2;2024-02;Santarém;Rio Maior;Arrouquelas;SIM;202;14;1414;141402;SIM
2024;2;2024-02;Santarém;Santarém;Arneiro das Milhariças;NÃO;342;14;1416;141608;SIM
2024;2;2024-02;Santarém;Vila Nova da Barquinha;Atalaia;NÃO;51;14;1420;142001;SIM
2024;2;2024-02;Santarém;Ourém;Alburitel;SIM;504;14;1421;142101;SIM
2024;2;2024-02;Santarém;Ourém;Espite;NÃO;433;14;1421;142105;SIM
2024;2;2024-02;Santarém;Ourém;União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;NÃO;1018;14;1421;142119;SIM
2024;2;2024-02;Setúbal;Santiago do Cacém;União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;SIM;5541;15;1509;150912;SIM
2024;2;2024-02;Setúbal;Setúbal;Gâmbia-Pontes-Alto da Guerra;SIM;3203;15;1512;151207;SIM
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Sistelo;NÃO;43;16;1601;160145;SIM
2024;2;2024-02;Viana do Castelo;Melgaço;União das freguesias de Parada do Monte e Cubalhão;NÃO;357;16;1603;160321;SIM
2024;2;2024-02;Viana do Castelo;Ponte da Barca;Sampriz;NÃO;7;16;1606;160619;SIM
2024;2;2024-02;Viana do Castelo;Vila Nova de Cerveira;Mentrestido;SIM;162;16;1610;161009;SIM
2024;2;2024-02;Vila Real;Chaves;Bustelo;NÃO;26;17;1703;170305;SIM
2024;2;2024-02;Vila Real;Chaves;Bustelo;SIM;296;17;1703;170305;SIM
2024;2;2024-02;Vila Real;Chaves;São Vicente;SIM;88;17;1703;170334;SIM
2024;2;2024-02;Vila Real;Chaves;Planalto de Monforte (União das freguesias de Oucidres e Bobadela);SIM;254;17;1703;170353;SIM
2024;2;2024-02;Vila Real;Montalegre;Solveira;NÃO;205;17;1706;170631;SIM
2024;2;2024-02;Vila Real;Sabrosa;São Lourenço de Ribapinhão;SIM;129;17;1710;171011;SIM
2024;2;2024-02;Vila Real;Valpaços;Veiga de Lila;NÃO;38;17;1712;171230;SIM
2024;2;2024-02;Viseu;Castro daire;Cujó;NÃO;27;18;1803;180305;SIM
2024;2;2024-02;Viseu;Castro daire;União das freguesias de Parada de Ester e Ester;NÃO;54;18;1803;180325;SIM
2024;2;2024-02;Viseu;Cinfães;Fornelos;NÃO;199;18;1804;180406;SIM
2024;2;2024-02;Viseu;Cinfães;Moimenta;SIM;211;18;1804;180408;SIM
2024;2;2024-02;Viseu;Oliveira de Frades;União das freguesias de Destriz e Reigoso;SIM;391;18;1810;181014;SIM
2024;2;2024-02;Viseu;Penedono;Póvoa de Penela;SIM;197;18;1812;181208;SIM
2024;2;2024-02;Viseu;São João da Pesqueira;União das freguesias de São João da Pesqueira e Várzea de Trevões;NÃO;117;18;1815;181515;SIM
2024;2;2024-02;Viseu;São Pedro do Sul;São Félix;NÃO;28;18;1816;181612;SIM
2024;3;2024-03;Aveiro;Águeda;União das freguesias de Travassô e Óis da Ribeira;NÃO;78;01;0101;010125;SIM
2024;3;2024-03;Aveiro;Águeda;União das freguesias de Travassô e Óis da Ribeira;SIM;1161;01;0101;010125;SIM
2024;3;2024-03;Aveiro;Castelo de Paiva;União das freguesias de Sobrado e Bairros;SIM;2595;01;0106;010611;SIM
2024;3;2024-03;Aveiro;Estarreja;Avanca;SIM;2679;01;0108;010801;SIM
2024;3;2024-03;Aveiro;Oliveira de Azeméis;Cesar;SIM;723;01;0113;011302;SIM
2024;3;2024-03;Beja;Aljustrel;União das freguesias de Aljustrel e Rio de Moinhos;SIM;3397;02;0201;020106;SIM
2024;3;2024-03;Beja;Cuba;Faro do Alentejo;SIM;286;02;0207;020702;SIM
2024;3;2024-03;Beja;Serpa;União das freguesias de Serpa (Salvador e Santa Maria);NÃO;292;02;0213;021308;SIM
2024;3;2024-03;Braga;Amares;Rendufe;NÃO;57;03;0301;030118;SIM
2024;3;2024-03;Braga;Barcelos;Cambeses;NÃO;68;03;0302;030216;SIM
2024;3;2024-03;Braga;Barcelos;Perelhal;SIM;504;03;0302;030260;SIM
2024;3;2024-03;Braga;Barcelos;União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);NÃO;414;03;0302;0302FD;SIM
2024;3;2024-03;Braga;Braga;Ruilhe;NÃO;36;03;0303;030338;SIM
2024;3;2024-03;Braga;Braga;Sequeira;NÃO;312;03;0303;030354;SIM
2024;3;2024-03;Braga;Braga;União das freguesias de Crespos e Pousada;NÃO;386;03;0303;030368;SIM
2024;3;2024-03;Braga;Braga;União das freguesias de Ferreiros e Gondizalves;SIM;4441;03;0303;030371;SIM
2024;3;2024-03;Braga;Fafe;Regadas;SIM;534;03;0307;030723;SIM
2024;3;2024-03;Braga;Guimarães;Nespereira;NÃO;303;03;0308;030832;SIM
2024;3;2024-03;Braga;Guimarães;Selho (São Jorge);NÃO;194;03;0308;030854;SIM
2024;3;2024-03;Braga;Vila Nova de Famalicão;Oliveira (São Mateus);SIM;1043;03;0312;031242;SIM
2024;3;2024-03;Braga;Vila Nova de Famalicão;União das freguesias de Vale (São Cosme), Telhado e Portela;NÃO;290;03;0312;031259;SIM
2024;3;2024-03;Braga;Vila Verde;Lage;NÃO;193;03;0313;031323;SIM
2024;3;2024-03;Braga;Vila Verde;Ponte;SIM;128;03;0313;031337;SIM
